ticker,metric,locked_tag
A,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AAPL,stockholders_equity,StockholdersEquity
ABBV,stockholders_equity,StockholdersEquity
ABNB,stockholders_equity,StockholdersEquity
ABT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ACI,stockholders_equity,StockholdersEquity
ACM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ACN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ADBE,stockholders_equity,StockholdersEquity
ADI,stockholders_equity,StockholdersEquity
ADM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ADP,stockholders_equity,StockholdersEquity
ADSK,stockholders_equity,StockholdersEquity
AEE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AEIS,stockholders_equity,StockholdersEquity
AEP,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AES,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AIT,stockholders_equity,StockholdersEquity
AKAM,stockholders_equity,StockholdersEquity
ALB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ALGN,stockholders_equity,StockholdersEquity
ALLE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ALNY,stockholders_equity,StockholdersEquity
ALSN,stockholders_equity,StockholdersEquity
AM,stockholders_equity,StockholdersEquity
AMAT,stockholders_equity,StockholdersEquity
AMCR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AMD,stockholders_equity,StockholdersEquity
AME,stockholders_equity,StockholdersEquity
AMGN,stockholders_equity,StockholdersEquity
AMKR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AMZN,stockholders_equity,StockholdersEquity
ANET,stockholders_equity,StockholdersEquity
AOS,stockholders_equity,StockholdersEquity
APA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
APD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
APG,stockholders_equity,StockholdersEquity
APH,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
APP,stockholders_equity,StockholdersEquity
APTV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ARMK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ASTS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ATI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ATO,stockholders_equity,StockholdersEquity
AVAV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AVGO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
AVY,stockholders_equity,StockholdersEquity
AWK,stockholders_equity,StockholdersEquity
AXON,stockholders_equity,StockholdersEquity
AZO,stockholders_equity,StockholdersEquity
BA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BAH,stockholders_equity,StockholdersEquity
BALL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BBIO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BBY,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BDX,stockholders_equity,StockholdersEquity
BE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BF-A,stockholders_equity,StockholdersEquity
BIIB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BJ,stockholders_equity,StockholdersEquity
BKNG,stockholders_equity,StockholdersEquity
BKR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BLD,stockholders_equity,StockholdersEquity
BLDR,stockholders_equity,StockholdersEquity
BMRN,stockholders_equity,StockholdersEquity
BMY,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BR,stockholders_equity,StockholdersEquity
BSX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BSY,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BURL,stockholders_equity,StockholdersEquity
BWA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
BWXT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CACI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CAH,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CARR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CASY,stockholders_equity,StockholdersEquity
CAT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CCK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CCL,stockholders_equity,StockholdersEquity
CDE,stockholders_equity,StockholdersEquity
CDNS,stockholders_equity,StockholdersEquity
CDW,stockholders_equity,StockholdersEquity
CF,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CHD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CHRW,stockholders_equity,StockholdersEquity
CHTR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CHWY,stockholders_equity,StockholdersEquity
CIEN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CLH,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CLX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CMCSA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CMG,stockholders_equity,StockholdersEquity
CMI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CMS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CNM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CNP,stockholders_equity,StockholdersEquity
COHR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
COKE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
COO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
COP,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
COR,stockholders_equity,StockholdersEquity
COST,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CPAY,stockholders_equity,StockholdersEquity
CPNG,stockholders_equity,StockholdersEquity
CPRT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CRM,stockholders_equity,StockholdersEquity
CRS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CRWD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CSCO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CSGP,stockholders_equity,StockholdersEquity
CSL,stockholders_equity,StockholdersEquity
CSX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CTAS,stockholders_equity,StockholdersEquity
CTRA,stockholders_equity,StockholdersEquity
CTSH,stockholders_equity,StockholdersEquity
CTVA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CVNA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CVS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CVX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
CW,stockholders_equity,StockholdersEquity
D,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DAL,stockholders_equity,StockholdersEquity
DAR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DASH,stockholders_equity,StockholdersEquity
DCI,stockholders_equity,StockholdersEquity
DD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DDOG,stockholders_equity,StockholdersEquity
DE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DECK,stockholders_equity,StockholdersEquity
DELL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DG,stockholders_equity,StockholdersEquity
DGX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DHI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DHR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DIS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DKS,stockholders_equity,StockholdersEquity
DLTR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DOCU,stockholders_equity,StockholdersEquity
DOV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DOW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DPZ,stockholders_equity,StockholdersEquity
DRI,stockholders_equity,StockholdersEquity
DRS,stockholders_equity,StockholdersEquity
DT,stockholders_equity,StockholdersEquity
DTE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DTM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DUK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DVA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DVN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DXCM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
DY,stockholders_equity,StockholdersEquity
EA,stockholders_equity,StockholdersEquity
EBAY,stockholders_equity,StockholdersEquity
ECL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ED,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EFX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EHC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EIX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ELAN,stockholders_equity,StockholdersEquity
EME,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EMR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ENSG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ENTG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EOG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EQT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ES,stockholders_equity,StockholdersEquity
ET,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ETN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ETR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EVRG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EW,stockholders_equity,StockholdersEquity
EXC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EXE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EXEL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EXPD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
EXPE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
F,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FANG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FAST,stockholders_equity,StockholdersEquity
FCX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FDX,stockholders_equity,StockholdersEquity
FE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FFIV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FICO,stockholders_equity,StockholdersEquity
FIS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FISV,stockholders_equity,StockholdersEquity
FIVE,stockholders_equity,StockholdersEquity
FIX,stockholders_equity,StockholdersEquity
FLEX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FLS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FN,stockholders_equity,StockholdersEquity
FOXA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FSLR,stockholders_equity,StockholdersEquity
FTAI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FTI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FTNT,stockholders_equity,StockholdersEquity
FTV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
FWONA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GAP,stockholders_equity,StockholdersEquity
GD,stockholders_equity,StockholdersEquity
GDDY,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GEN,stockholders_equity,StockholdersEquity
GGG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GH,stockholders_equity,StockholdersEquity
GILD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GIS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GLW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GME,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GMED,stockholders_equity,StockholdersEquity
GNRC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GOOGL,stockholders_equity,StockholdersEquity
GPC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GPN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GRMN,stockholders_equity,StockholdersEquity
GTLS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
GWRE,stockholders_equity,StockholdersEquity
GWW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
H,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HAL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HAS,stockholders_equity,StockholdersEquity
HCA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HD,stockholders_equity,StockholdersEquity
HEI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HII,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HL,stockholders_equity,StockholdersEquity
HLT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HOLX,stockholders_equity,StockholdersEquity
HON,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HPE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HPQ,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HRL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HSY,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HUBB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
HUBS,stockholders_equity,StockholdersEquity
HWM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IBM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IDXX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IESC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IEX,stockholders_equity,StockholdersEquity
IFF,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ILMN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
INCY,stockholders_equity,StockholdersEquity
INSM,stockholders_equity,StockholdersEquity
INTC,stockholders_equity,StockholdersEquity
INTU,stockholders_equity,StockholdersEquity
IONQ,stockholders_equity,StockholdersEquity
IONS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IP,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IQV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ISRG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IT,stockholders_equity,StockholdersEquity
ITT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ITW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
J,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
JAZZ,stockholders_equity,StockholdersEquity
JBHT,stockholders_equity,StockholdersEquity
JBL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
JCI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
JKHY,stockholders_equity,StockholdersEquity
JNJ,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KDP,stockholders_equity,StockholdersEquity
KEYS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KHC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KLAC,stockholders_equity,StockholdersEquity
KMB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KMI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KNX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
KTOS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LDOS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LECO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LEN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LH,stockholders_equity,StockholdersEquity
LHX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LII,stockholders_equity,StockholdersEquity
LIN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LITE,stockholders_equity,StockholdersEquity
LLY,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LMT,stockholders_equity,StockholdersEquity
LNG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LNT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LOGI,stockholders_equity,StockholdersEquity
LOW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LRCX,stockholders_equity,StockholdersEquity
LSCC,stockholders_equity,StockholdersEquity
LULU,stockholders_equity,StockholdersEquity
LUV,stockholders_equity,StockholdersEquity
LVS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LYB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
LYV,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MAR,stockholders_equity,StockholdersEquity
MAS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MASI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MCD,stockholders_equity,StockholdersEquity
MCHP,stockholders_equity,StockholdersEquity
MCK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MCO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MDB,stockholders_equity,StockholdersEquity
MDGL,stockholders_equity,StockholdersEquity
MDLZ,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MDT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MEDP,stockholders_equity,StockholdersEquity
MELI,stockholders_equity,StockholdersEquity
META,stockholders_equity,StockholdersEquity
