ticker,metric,locked_tag
MGM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MKC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MKSI,stockholders_equity,StockholdersEquity
MLI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MLM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MMM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MNST,stockholders_equity,StockholdersEquity
MO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MOD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MOG-A,stockholders_equity,StockholdersEquity
MP,stockholders_equity,StockholdersEquity
MPC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MPLX,stockholders_equity,StockholdersEquity
MPWR,stockholders_equity,StockholdersEquity
MRK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MRNA,stockholders_equity,StockholdersEquity
MRVL,stockholders_equity,StockholdersEquity
MSCI,stockholders_equity,StockholdersEquity
MSFT,stockholders_equity,StockholdersEquity
MSI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MTD,stockholders_equity,StockholdersEquity
MTSI,stockholders_equity,StockholdersEquity
MTZ,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MU,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
MUSA,stockholders_equity,StockholdersEquity
NBIX,stockholders_equity,StockholdersEquity
NDSN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NEE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NEM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NET,stockholders_equity,StockholdersEquity
NFG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NFLX,stockholders_equity,StockholdersEquity
NI,stockholders_equity,StockholdersEquity
NKE,stockholders_equity,StockholdersEquity
NOC,stockholders_equity,StockholdersEquity
NOW,stockholders_equity,StockholdersEquity
NRG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NSC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NTAP,stockholders_equity,StockholdersEquity
NTNX,stockholders_equity,StockholdersEquity
NTRA,stockholders_equity,StockholdersEquity
NUE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NVDA,stockholders_equity,StockholdersEquity
NVR,stockholders_equity,StockholdersEquity
NVT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NWSA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NXPI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
NYT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ODFL,stockholders_equity,StockholdersEquity
OGE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
OKE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
OKTA,stockholders_equity,StockholdersEquity
OMC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ON,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ONC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ONTO,stockholders_equity,StockholdersEquity
ORCL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ORLY,stockholders_equity,StockholdersEquity
OTIS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
OVV,stockholders_equity,StockholdersEquity
PAG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PANW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PAYX,stockholders_equity,StockholdersEquity
PCAR,stockholders_equity,StockholdersEquity
PCG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PEG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PEN,stockholders_equity,StockholdersEquity
PEP,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PFE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PFGC,stockholders_equity,StockholdersEquity
PG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PH,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PHM,stockholders_equity,StockholdersEquity
PINS,stockholders_equity,StockholdersEquity
PKG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PL,stockholders_equity,StockholdersEquity
PLTR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PNR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PNW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PODD,stockholders_equity,StockholdersEquity
PPG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PPL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PSTG,stockholders_equity,StockholdersEquity
PSX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PTC,stockholders_equity,StockholdersEquity
PWR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
PYPL,stockholders_equity,StockholdersEquity
QCOM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
QSR,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
QXO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RBA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RBC,stockholders_equity,StockholdersEquity
RBLX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RCL,stockholders_equity,StockholdersEquity
REGN,stockholders_equity,StockholdersEquity
RIVN,stockholders_equity,StockholdersEquity
RKLB,stockholders_equity,StockholdersEquity
RL,stockholders_equity,StockholdersEquity
RMBS,stockholders_equity,StockholdersEquity
RMD,stockholders_equity,StockholdersEquity
ROK,stockholders_equity,StockholdersEquity
ROKU,stockholders_equity,StockholdersEquity
ROL,stockholders_equity,StockholdersEquity
ROP,stockholders_equity,StockholdersEquity
ROST,stockholders_equity,StockholdersEquity
RPM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RPRX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RRC,stockholders_equity,StockholdersEquity
RRX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RSG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RTX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
RVMD,stockholders_equity,StockholdersEquity
RVTY,stockholders_equity,StockholdersEquity
SAIA,stockholders_equity,StockholdersEquity
SATS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SBUX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SCCO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SCI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SFD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SGI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SHW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SJM,stockholders_equity,StockholdersEquity
SLB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SMCI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SMMT,stockholders_equity,StockholdersEquity
SNA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SNOW,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SNPS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SNX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SPGI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SPXC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SRE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SSNC,stockholders_equity,StockholdersEquity
STE,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
STLD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
STRL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
STX,stockholders_equity,StockholdersEquity
STZ,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SWK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SYK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SYM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
SYY,stockholders_equity,StockholdersEquity
T,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TDG,stockholders_equity,StockholdersEquity
TDY,stockholders_equity,StockholdersEquity
TEL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TER,stockholders_equity,StockholdersEquity
TEVA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TGT,stockholders_equity,StockholdersEquity
THC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TJX,stockholders_equity,StockholdersEquity
TMO,stockholders_equity,StockholdersEquity
TMUS,stockholders_equity,StockholdersEquity
TOL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TOST,stockholders_equity,StockholdersEquity
TPR,stockholders_equity,StockholdersEquity
TRGP,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TRMB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TRU,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TSCO,stockholders_equity,StockholdersEquity
TSLA,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TSN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TTC,stockholders_equity,StockholdersEquity
TTD,stockholders_equity,StockholdersEquity
TTMI,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TTWO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TWLO,stockholders_equity,StockholdersEquity
TXN,stockholders_equity,StockholdersEquity
TXRH,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
TXT,stockholders_equity,StockholdersEquity
TYL,stockholders_equity,StockholdersEquity
UAL,stockholders_equity,StockholdersEquity
UBER,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
UHS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
UI,stockholders_equity,StockholdersEquity
ULTA,stockholders_equity,StockholdersEquity
UNP,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
UPS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
URI,stockholders_equity,StockholdersEquity
USFD,stockholders_equity,StockholdersEquity
UTHR,stockholders_equity,StockholdersEquity
V,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
VEEV,stockholders_equity,StockholdersEquity
VLO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
VMC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
VRSK,stockholders_equity,StockholdersEquity
VRSN,stockholders_equity,StockholdersEquity
VRT,stockholders_equity,StockholdersEquity
VRTX,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
VST,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
VTRS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
VZ,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
W,stockholders_equity,StockholdersEquity
WAB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WAT,stockholders_equity,StockholdersEquity
WBD,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WCC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WCN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WDAY,stockholders_equity,StockholdersEquity
WDC,stockholders_equity,StockholdersEquity
WEC,stockholders_equity,StockholdersEquity
WLK,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WMB,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WMG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WMS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WMT,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WSM,stockholders_equity,StockholdersEquity
WSO,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WST,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WTRG,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
WTS,stockholders_equity,StockholdersEquity
WWD,stockholders_equity,StockholdersEquity
WYNN,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
XEL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
XOM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
XPO,stockholders_equity,StockholdersEquity
XYL,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
XYZ,stockholders_equity,StockholdersEquity
YUM,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
YUMC,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ZBH,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
ZBRA,stockholders_equity,StockholdersEquity
ZG,stockholders_equity,StockholdersEquity
ZM,stockholders_equity,StockholdersEquity
ZS,stockholders_equity,StockholdersEquity
ZTS,stockholders_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
A,net_income,ProfitLoss
AA,net_income,NetIncomeLoss
AAPL,net_income,NetIncomeLoss
ABBV,net_income,NetIncomeLoss
ABNB,net_income,NetIncomeLoss
ABT,net_income,NetIncomeLoss
ACI,net_income,NetIncomeLoss
ACM,net_income,NetIncomeLoss
ACN,net_income,NetIncomeLoss
ADBE,net_income,NetIncomeLoss
ADI,net_income,NetIncomeLoss
ADM,net_income,NetIncomeLoss
ADP,net_income,NetIncomeLoss
ADSK,net_income,NetIncomeLoss
AEE,net_income,NetIncomeLoss
AEIS,net_income,NetIncomeLoss
AEP,net_income,ProfitLoss
AES,net_income,NetIncomeLoss
AIT,net_income,NetIncomeLoss
AKAM,net_income,NetIncomeLoss
ALB,net_income,NetIncomeLoss
ALGN,net_income,NetIncomeLoss
ALLE,net_income,NetIncomeLoss
ALNY,net_income,NetIncomeLoss
ALSN,net_income,NetIncomeLoss
AM,net_income,ProfitLoss
AMAT,net_income,NetIncomeLoss
AMCR,net_income,NetIncomeLoss
AMD,net_income,NetIncomeLoss
AME,net_income,NetIncomeLoss
AMGN,net_income,NetIncomeLoss
AMKR,net_income,NetIncomeLoss
AMZN,net_income,NetIncomeLoss
ANET,net_income,NetIncomeLoss
AOS,net_income,NetIncomeLoss
APA,net_income,ProfitLoss
APD,net_income,NetIncomeLoss
APG,net_income,NetIncomeLoss
APH,net_income,NetIncomeLoss
APP,net_income,NetIncomeLoss
APTV,net_income,NetIncomeLoss
AR,net_income,ProfitLoss
ARMK,net_income,NetIncomeLoss
ASTS,net_income,NetIncomeLoss
ATI,net_income,NetIncomeLoss
ATO,net_income,NetIncomeLoss
AVAV,net_income,ProfitLoss
AVGO,net_income,ProfitLoss
AVY,net_income,NetIncomeLoss
AWK,net_income,NetIncomeLoss
AXON,net_income,NetIncomeLoss
AZO,net_income,NetIncomeLoss
BA,net_income,NetIncomeLoss
BAH,net_income,NetIncomeLoss
BALL,net_income,ProfitLoss
BBIO,net_income,ProfitLoss
BBY,net_income,NetIncomeLoss
BDX,net_income,NetIncomeLoss
BE,net_income,NetIncomeLoss
BF-A,net_income,NetIncomeLoss
BIIB,net_income,NetIncomeLoss
BJ,net_income,NetIncomeLoss
BKNG,net_income,ProfitLoss
BKR,net_income,NetIncomeLoss
BLD,net_income,NetIncomeLoss
BLDR,net_income,NetIncomeLoss
BMRN,net_income,NetIncomeLoss
BMY,net_income,NetIncomeLoss
BR,net_income,ProfitLoss
BSX,net_income,ProfitLoss
BSY,net_income,NetIncomeLoss
BURL,net_income,NetIncomeLoss
BWA,net_income,NetIncomeLoss
BWXT,net_income,NetIncomeLoss
CACI,net_income,NetIncomeLoss
CAH,net_income,NetIncomeLoss
CARR,net_income,ProfitLoss
CASY,net_income,NetIncomeLoss
CAT,net_income,ProfitLoss
CCK,net_income,NetIncomeLoss
CCL,net_income,NetIncomeLoss
CDE,net_income,NetIncomeLoss
CDNS,net_income,NetIncomeLoss
CDW,net_income,NetIncomeLoss
CF,net_income,ProfitLoss
CHD,net_income,NetIncomeLoss
CHRW,net_income,NetIncomeLoss
CHTR,net_income,NetIncomeLoss
CHWY,net_income,NetIncomeLoss
CIEN,net_income,NetIncomeLoss
CL,net_income,NetIncomeLoss
CLH,net_income,NetIncomeLoss
CLX,net_income,NetIncomeLoss
CMCSA,net_income,NetIncomeLoss
CMG,net_income,NetIncomeLoss
CMI,net_income,ProfitLoss
CMS,net_income,NetIncomeLoss
CNM,net_income,NetIncomeLoss
CNP,net_income,NetIncomeLoss
COHR,net_income,NetIncomeLoss
COKE,net_income,NetIncomeLoss
COO,net_income,NetIncomeLoss
COP,net_income,NetIncomeLoss
COR,net_income,NetIncomeLoss
COST,net_income,NetIncomeLoss
CPAY,net_income,NetIncomeLoss
CPNG,net_income,NetIncomeLoss
CPRT,net_income,NetIncomeLoss
CQP,net_income,NetIncomeLoss
CRM,net_income,NetIncomeLoss
CRS,net_income,NetIncomeLoss
CRWD,net_income,NetIncomeLoss
CSCO,net_income,NetIncomeLoss
CSGP,net_income,NetIncomeLoss
CSL,net_income,NetIncomeLoss
CSX,net_income,NetIncomeLoss
CTAS,net_income,NetIncomeLoss
CTRA,net_income,NetIncomeLoss
CTSH,net_income,NetIncomeLoss
CTVA,net_income,NetIncomeLoss
CVNA,net_income,NetIncomeLoss
CVS,net_income,NetIncomeLoss
CVX,net_income,NetIncomeLoss
CW,net_income,NetIncomeLoss
D,net_income,NetIncomeLoss
DAL,net_income,NetIncomeLoss
DAR,net_income,NetIncomeLoss
DASH,net_income,NetIncomeLoss
DCI,net_income,NetIncomeLoss
DD,net_income,NetIncomeLoss
DDOG,net_income,NetIncomeLoss
DE,net_income,NetIncomeLoss
DECK,net_income,NetIncomeLoss
DELL,net_income,NetIncomeLoss
DG,net_income,NetIncomeLoss
DGX,net_income,NetIncomeLoss
DHI,net_income,NetIncomeLoss
DHR,net_income,NetIncomeLoss
DIS,net_income,NetIncomeLoss
DKS,net_income,NetIncomeLoss
DLTR,net_income,NetIncomeLoss
DOCU,net_income,NetIncomeLoss
DOV,net_income,NetIncomeLoss
DOW,net_income,ProfitLoss
DPZ,net_income,NetIncomeLoss
DRI,net_income,NetIncomeLoss
DRS,net_income,NetIncomeLoss
DT,net_income,NetIncomeLoss
DTE,net_income,NetIncomeLoss
DTM,net_income,NetIncomeLoss
DUK,net_income,NetIncomeLoss
DVA,net_income,NetIncomeLoss
DVN,net_income,NetIncomeLoss
DXCM,net_income,NetIncomeLoss
DY,net_income,NetIncomeLoss
EA,net_income,NetIncomeLoss
EBAY,net_income,NetIncomeLoss
ECL,net_income,ProfitLoss
ED,net_income,NetIncomeLoss
EFX,net_income,NetIncomeLoss
EHC,net_income,NetIncomeLoss
EIX,net_income,NetIncomeLoss
EL,net_income,NetIncomeLoss
ELAN,net_income,NetIncomeLoss
EME,net_income,NetIncomeLoss
EMR,net_income,NetIncomeLoss
ENSG,net_income,NetIncomeLoss
ENTG,net_income,NetIncomeLoss
EOG,net_income,NetIncomeLoss
EPD,net_income,NetIncomeLoss
EQT,net_income,NetIncomeLoss
ES,net_income,NetIncomeLoss
ET,net_income,NetIncomeLoss
ETN,net_income,NetIncomeLoss
ETR,net_income,NetIncomeLoss
EVRG,net_income,NetIncomeLoss
EW,net_income,NetIncomeLoss
EXC,net_income,ProfitLoss
EXE,net_income,NetIncomeLoss
EXEL,net_income,NetIncomeLoss
EXPD,net_income,NetIncomeLoss
EXPE,net_income,NetIncomeLoss
F,net_income,NetIncomeLoss
FANG,net_income,NetIncomeLoss
FAST,net_income,NetIncomeLoss
FCX,net_income,ProfitLoss
FDX,net_income,NetIncomeLoss
FE,net_income,NetIncomeLoss
FFIV,net_income,NetIncomeLoss
FICO,net_income,NetIncomeLoss
FIS,net_income,NetIncomeLoss
FISV,net_income,NetIncomeLoss
FIVE,net_income,NetIncomeLoss
FIX,net_income,NetIncomeLoss
FLEX,net_income,NetIncomeLoss
FLS,net_income,NetIncomeLoss
FN,net_income,NetIncomeLoss
FOXA,net_income,ProfitLoss
FSLR,net_income,NetIncomeLoss
FTAI,net_income,NetIncomeLoss
FTI,net_income,NetIncomeLoss
FTNT,net_income,NetIncomeLoss
FTV,net_income,ProfitLoss
FWONA,net_income,NetIncomeLoss
GAP,net_income,NetIncomeLoss
GD,net_income,NetIncomeLoss
GDDY,net_income,NetIncomeLoss
GE,net_income,NetIncomeLoss
GEN,net_income,NetIncomeLoss
GGG,net_income,NetIncomeLoss
GH,net_income,NetIncomeLoss
GILD,net_income,NetIncomeLoss
GIS,net_income,NetIncomeLoss
GLW,net_income,NetIncomeLoss
GM,net_income,NetIncomeLoss
GME,net_income,NetIncomeLoss
GMED,net_income,NetIncomeLoss
GNRC,net_income,NetIncomeLoss
GOOGL,net_income,NetIncomeLoss
GPC,net_income,NetIncomeLoss
GPN,net_income,NetIncomeLoss
GRMN,net_income,NetIncomeLoss
GTLS,net_income,NetIncomeLoss
GWRE,net_income,ProfitLoss
GWW,net_income,NetIncomeLoss
H,net_income,NetIncomeLoss
HAL,net_income,NetIncomeLoss
HAS,net_income,NetIncomeLoss
